EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome2,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM997,27,26-35,No,Travel_Rarely,Sales,3,Marketing,4,Female,2,Sales Executive,4,Married," 5,769","? 5,769",5k-10k,1,Yes,11,3,6,3,3,6,2,4,4
RM043,26,26-35,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,1,Laboratory Technician,3,Single," 2,293","? 2,293",Upto 5k,1,No,12,3,1,2,2,1,0,0,1
RM1298,26,26-35,Yes,Travel_Rarely,Human Resources,2,Medical,4,Female,3,Human Resources,2,Married," 2,148","? 2,148",Upto 5k,0,Yes,11,3,6,3,3,5,1,1,4
RM289,26,26-35,Yes,Travel_Rarely,Research & Development,4,Medical,1,Male,3,Laboratory Technician,2,Divorced," 2,373","? 2,373",Upto 5k,2,Yes,13,3,5,2,3,3,2,0,2
RM294,26,26-35,Yes,Travel_Rarely,Sales,4,Marketing,4,Male,2,Sales Executive,4,Single," 5,828","? 5,828",5k-10k,1,Yes,12,3,8,0,3,8,7,7,4
RM383,26,26-35,Yes,Travel_Frequently,Research & Development,1,Technical Degree,3,Male,3,Research Scientist,1,Single," 3,102","? 3,102",Upto 5k,0,No,22,4,7,2,3,6,4,0,4
RM454,26,26-35,Yes,Travel_Frequently,Human Resources,4,Life Sciences,2,Female,3,Human Resources,3,Divorced," 2,741","? 2,741",Upto 5k,0,Yes,11,3,8,2,2,7,7,1,0
RM464,26,26-35,Yes,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,1,Laboratory Technician,4,Single," 2,340","? 2,340",Upto 5k,1,Yes,18,3,1,3,1,1,0,0,0
RM574,26,26-35,Yes,Travel_Rarely,Sales,3,Technical Degree,4,Male,2,Sales Executive,1,Single," 5,326","? 5,326",5k-10k,6,No,17,3,6,2,2,4,3,1,2
RM615,26,26-35,Yes,Travel_Frequently,Research & Development,2,Medical,3,Female,2,Research Scientist,3,Married," 2,366","? 2,366",Upto 5k,1,Yes,14,3,8,2,3,8,7,1,7
RM749,26,26-35,Yes,Non-Travel,Sales,2,Medical,2,Male,1,Sales Executive,1,Single," 4,969","? 4,969",Upto 5k,8,No,18,3,7,6,3,2,2,2,2
RM763,26,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,Research Scientist,1,Married," 2,042","? 2,042",Upto 5k,6,Yes,14,3,6,2,3,3,2,1,2
RM798,26,26-35,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,3,Laboratory Technician,3,Divorced," 2,377","? 2,377",Upto 5k,1,No,20,4,1,0,2,1,1,0,0
RM055,26,26-35,No,Travel_Rarely,Sales,3,Marketing,3,Female,2,Sales Executive,4,Married," 4,157","? 4,157",Upto 5k,7,Yes,19,3,5,2,2,2,2,0,0
RM1005,26,26-35,No,Travel_Rarely,Research & Development,3,Other,3,Male,4,Laboratory Technician,1,Single," 3,578","? 3,578",Upto 5k,0,No,12,3,8,2,3,7,7,0,7
RM1119,26,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,Research Scientist,4,Married," 2,061","? 2,061",Upto 5k,1,No,21,4,1,5,3,1,0,0,0
RM1207,26,26-35,No,Non-Travel,Research & Development,3,Medical,4,Male,3,Laboratory Technician,4,Single," 2,570","? 2,570",Upto 5k,1,No,20,4,7,5,3,7,7,5,7
RM1225,26,26-35,No,Travel_Rarely,Research & Development,4,Medical,4,Male,1,Laboratory Technician,3,Married," 2,305","? 2,305",Upto 5k,1,No,15,3,3,3,4,3,2,0,2
RM126,26,26-35,No,Travel_Rarely,Research & Development,3,Other,3,Female,2,Research Scientist,2,Married," 2,368","? 2,368",Upto 5k,1,No,19,3,5,3,2,5,4,4,3
RM1310,26,26-35,No,Travel_Rarely,Sales,3,Medical,3,Male,3,Sales Executive,4,Single," 4,684","? 4,684",Upto 5k,1,No,13,3,5,4,3,5,3,1,2
RM135,26,26-35,No,Travel_Rarely,Human Resources,1,Life Sciences,3,Female,3,Human Resources,3,Married," 2,942","? 2,942",Upto 5k,1,No,23,4,8,3,3,8,7,5,7
RM1350,26,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,2,Research Scientist,3,Married," 2,933","? 2,933",Upto 5k,1,Yes,13,3,1,3,2,1,0,1,0
RM1362,26,26-35,No,Travel_Frequently,Research & Development,3,Other,3,Male,4,Laboratory Technician,4,Married," 2,544","? 2,544",Upto 5k,0,No,18,3,8,3,3,7,7,7,7
RM1387,26,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Laboratory Technician,1,Single," 2,867","? 2,867",Upto 5k,0,No,13,3,8,6,2,7,7,7,6
RM1465,26,26-35,No,Travel_Rarely,Sales,3,Other,4,Female,2,Sales Representative,3,Single," 2,966","? 2,966",Upto 5k,0,No,18,3,5,2,3,4,2,0,0
RM279,26,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,3,Female,3,Manufacturing Director,2,Divorced," 6,397","? 6,397",5k-10k,1,No,20,4,6,6,1,6,5,1,4
RM285,26,26-35,No,Travel_Frequently,Research & Development,2,Medical,1,Male,3,Healthcare Representative,1,Married," 4,741","? 4,741",Upto 5k,1,Yes,13,3,5,3,3,5,3,3,3
RM356,26,26-35,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,Sales Executive,3,Married," 5,296","? 5,296",5k-10k,1,No,17,3,8,3,3,8,7,7,7
RM419,26,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced," 2,886","? 2,886",Upto 5k,1,No,22,4,3,3,1,3,2,0,2
RM461,26,26-35,No,Travel_Rarely,Sales,2,Medical,1,Male,3,Sales Executive,3,Divorced," 4,306","? 4,306",Upto 5k,5,No,12,3,8,5,3,0,0,0,0
RM476,26,26-35,No,Travel_Rarely,Sales,2,Marketing,1,Male,3,Sales Executive,2,Married," 6,272","? 6,272",5k-10k,1,No,20,4,6,5,4,5,3,1,4
RM506,26,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,Laboratory Technician,4,Married," 2,659","? 2,659",Upto 5k,1,Yes,13,3,3,2,3,3,2,0,2
RM572,26,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,1,Laboratory Technician,4,Divorced," 4,364","? 4,364",Upto 5k,3,No,14,3,5,2,3,2,2,2,0
RM686,26,26-35,No,Travel_Frequently,Sales,3,Medical,3,Male,2,Sales Executive,1,Single," 4,294","? 4,294",Upto 5k,1,No,12,3,7,2,3,7,7,0,7
RM734,26,26-35,No,Travel_Rarely,Research & Development,2,Medical,4,Male,4,Manufacturing Director,4,Married," 5,472","? 5,472",5k-10k,1,No,12,3,8,2,3,8,7,1,3
RM770,26,26-35,No,Travel_Frequently,Research & Development,1,Medical,1,Female,2,Research Scientist,3,Divorced," 2,007","? 2,007",Upto 5k,1,No,13,3,5,5,3,5,3,1,3
RM782,26,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Male,2,Laboratory Technician,1,Married," 3,955","? 3,955",Upto 5k,1,No,16,3,6,2,3,5,3,1,3
RM844,26,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Male,4,Laboratory Technician,4,Married," 4,420","? 4,420",Upto 5k,1,No,22,4,8,2,3,8,7,0,7
RM913,26,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,Research Scientist,4,Single," 2,875","? 2,875",Upto 5k,1,Yes,20,4,8,2,2,8,5,2,2
RM999,26,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Male,2,Research Scientist,4,Single," 3,904","? 3,904",Upto 5k,0,No,12,3,5,2,3,4,3,1,1
RM1022,25,18-25,Yes,Travel_Rarely,Sales,2,Life Sciences,1,Male,2,Sales Representative,1,Married," 4,400","? 4,400",Upto 5k,3,No,12,3,6,2,3,3,2,2,2
RM108,25,18-25,Yes,Travel_Rarely,Sales,3,Marketing,3,Male,2,Sales Executive,3,Single," 5,744","? 5,744",5k-10k,1,Yes,11,3,6,1,3,6,4,0,3
RM406,25,18-25,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,3,Laboratory Technician,1,Married," 4,031","? 4,031",Upto 5k,5,No,13,3,6,5,3,2,2,0,
RM684,25,18-25,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,Sales Representative,2,Married," 2,413","? 2,413",Upto 5k,1,Yes,18,3,1,2,3,1,0,0,0
RM797,25,18-25,Yes,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,3,Laboratory Technician,4,Married," 3,691","? 3,691",Upto 5k,1,Yes,15,3,7,3,4,7,7,5,6
RM912,25,18-25,Yes,Travel_Frequently,Sales,1,Life Sciences,3,Male,1,Sales Representative,4,Single," 1,118","? 1,118",Upto 5k,1,Yes,14,3,1,4,3,1,0,1,0
RM1004,25,18-25,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,3,Laboratory Technician,4,Married," 3,229","? 3,229",Upto 5k,4,No,11,3,7,2,2,3,2,0,2
RM109,25,18-25,No,Travel_Rarely,Research & Development,1,Medical,4,Male,2,Research Scientist,4,Married," 2,889","? 2,889",Upto 5k,1,No,11,3,2,2,3,2,2,2,1
RM1175,25,18-25,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,4,Manufacturing Director,3,Divorced," 5,206","? 5,206",5k-10k,1,No,17,3,7,6,3,7,7,0,7
RM139,25,18-25,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,2,Sales Executive,3,Married," 8,639","? 8,639",5k-10k,2,No,18,3,6,3,3,2,2,2,
RM1412,25,18-25,No,Travel_Rarely,Human Resources,3,Human Resources,3,Female,3,Human Resources,2,Married," 2,187","? 2,187",Upto 5k,4,No,14,3,6,3,3,2,0,1,2
RM1414,25,18-25,No,Travel_Rarely,Research & Development,1,Other,4,Male,3,Laboratory Technician,3,Divorced," 3,977","? 3,977",Upto 5k,6,Yes,19,3,7,2,2,2,2,0,2
RM1434,25,18-25,No,Travel_Rarely,Sales,2,Other,1,Female,3,Sales Executive,3,Divorced," 4,907","? 4,907",Upto 5k,0,Yes,22,4,6,3,2,5,3,0,4
RM256,25,18-25,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,Manufacturing Director,3,Married," 4,898","? 4,898",Upto 5k,0,No,12,3,5,3,3,4,2,1,
RM268,25,18-25,No,Non-Travel,Research & Development,2,Life Sciences,2,Male,4,Healthcare Representative,1,Divorced," 4,000","? 4,000",Upto 5k,1,No,12,3,6,2,3,6,3,1,5
RM398,25,18-25,No,Travel_Rarely,Sales,2,Life Sciences,2,Female,2,Sales Executive,4,Single," 4,487","? 4,487",Upto 5k,1,Yes,11,3,5,3,3,5,4,1,3
RM479,25,18-25,No,Travel_Rarely,Sales,1,Medical,2,Male,3,Sales Representative,3,Married," 2,096","? 2,096",Upto 5k,1,No,11,3,7,1,3,7,4,0,6
RM518,25,18-25,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,4,Sales Executive,2,Married," 4,851","? 4,851",Upto 5k,0,No,22,4,4,4,3,3,2,1,2
RM564,25,18-25,No,Travel_Rarely,Sales,1,Medical,3,Female,3,Sales Executive,4,Single," 6,180","? 6,180",5k-10k,1,No,23,4,6,5,2,6,5,1,4
RM619,25,18-25,No,Travel_Rarely,Research & Development,1,Medical,1,Male,4,Research Scientist,1,Single," 3,424","? 3,424",Upto 5k,7,No,13,3,6,3,2,4,3,0,1
RM635,25,18-25,No,Travel_Rarely,Sales,1,Other,3,Male,3,Sales Executive,1,Married," 4,194","? 4,194",Upto 5k,1,Yes,18,3,5,3,3,5,3,0,3
RM639,25,18-25,No,Travel_Rarely,Sales,1,Marketing,3,Male,2,Sales Executive,1,Married," 4,256","? 4,256",Upto 5k,1,No,12,3,5,1,4,5,2,0,3
RM886,25,18-25,No,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,Sales Executive,4,Single," 4,950","? 4,950",Upto 5k,0,No,14,3,5,4,3,4,3,1,1
RM935,25,18-25,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,Research Scientist,2,Single," 2,096","? 2,096",Upto 5k,1,No,18,3,2,3,2,2,2,2,1
RM966,25,18-25,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,Laboratory Technician,4,Married," 3,669","? 3,669",Upto 5k,3,No,11,3,7,6,2,3,2,1,2
RM994,25,18-25,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,4,Sales Executive,3,Married," 6,232","? 6,232",5k-10k,2,No,11,3,6,3,2,3,2,1,2
RM035,24,18-25,Yes,Travel_Rarely,Research & Development,3,Medical,2,Male,3,Research Scientist,4,Married," 2,293","? 2,293",Upto 5k,2,Yes,16,3,6,2,2,2,0,2,0
RM1061,24,18-25,Yes,Travel_Frequently,Research & Development,3,Medical,2,Male,3,Laboratory Technician,1,Single," 3,172","? 3,172",Upto 5k,2,Yes,11,3,4,2,2,0,0,0,0
RM1223,24,18-25,Yes,Travel_Rarely,Human Resources,1,Human Resources,4,Male,1,Human Resources,3,Married," 1,555","? 1,555",Upto 5k,1,No,11,3,1,2,3,1,0,0,0
RM415,24,18-25,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,Sales Representative,2,Single," 3,202","? 3,202",Upto 5k,1,Yes,16,3,6,4,3,5,3,1,4
RM480,24,18-25,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Female,3,Laboratory Technician,3,Married," 2,886","? 2,886",Upto 5k,1,Yes,16,3,6,4,3,6,3,1,2
RM526,24,18-25,Yes,Travel_Rarely,Sales,2,Life Sciences,1,Female,3,Sales Executive,3,Single," 4,577","? 4,577",Upto 5k,9,No,14,3,4,3,3,2,2,2,0
RM872,24,18-25,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,Laboratory Technician,2,Married," 2,210","? 2,210",Upto 5k,1,No,13,3,1,3,1,1,0,0,0
RM021,24,18-25,No,Non-Travel,Research & Development,2,Other,1,Female,4,Manufacturing Director,3,Divorced," 4,011","? 4,011",Upto 5k,0,No,18,3,5,5,2,4,2,1,3
RM097,24,18-25,No,Travel_Rarely,Sales,2,Other,1,Female,3,Sales Executive,3,Married," 4,999","? 4,999",Upto 5k,0,No,21,4,4,2,2,3,2,0,2
RM1026,24,18-25,No,Travel_Rarely,Sales,1,Medical,4,Female,3,Sales Executive,3,Married," 4,162","? 4,162",Upto 5k,1,Yes,12,3,5,3,3,5,4,0,3
RM1062,24,18-25,No,Non-Travel,Sales,2,Life Sciences,4,Female,3,Sales Representative,2,Married," 2,033","? 2,033",Upto 5k,1,No,13,3,1,2,3,1,0,0,0
RM1098,24,18-25,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Male,2,Laboratory Technician,1,Divorced," 2,296","? 2,296",Upto 5k,0,No,14,3,2,3,3,1,1,0,0
RM114,24,18-25,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,3,Laboratory Technician,3,Married," 2,774","? 2,774",Upto 5k,0,No,12,3,6,2,3,5,3,1,2
RM1169,24,18-25,No,Travel_Frequently,Research & Development,1,Technical Degree,1,Female,3,Research Scientist,4,Single," 3,760","? 3,760",Upto 5k,1,Yes,13,3,6,2,3,6,3,1,3
RM1218,24,18-25,No,Travel_Rarely,Research & Development,3,Medical,3,Male,4,Research Scientist,3,Married," 4,401","? 4,401",Upto 5k,1,No,16,3,5,1,3,5,3,0,4
RM1231,24,18-25,No,Travel_Rarely,Research & Development,1,Medical,2,Male,3,Laboratory Technician,1,Divorced," 3,907","? 3,907",Upto 5k,1,No,13,3,6,2,4,6,2,1,2
RM1246,24,18-25,No,Travel_Frequently,Human Resources,3,Medical,1,Male,3,Human Resources,4,Married," 2,145","? 2,145",Upto 5k,0,No,14,3,3,2,3,2,2,2,1
RM1408,24,18-25,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,2,Healthcare Representative,3,Single," 4,617","? 4,617",Upto 5k,1,No,12,3,4,2,2,4,3,1,2
RM381,24,18-25,No,Travel_Rarely,Sales,4,Marketing,4,Female,3,Sales Executive,3,Divorced," 4,260","? 4,260",Upto 5k,1,Yes,12,3,5,2,4,5,2,0,3
RM471,24,18-25,No,Travel_Frequently,Sales,3,Medical,4,Male,3,Sales Representative,4,Married," 2,400","? 2,400",Upto 5k,0,No,13,3,3,3,3,2,2,2,1
RM475,24,18-25,No,Travel_Rarely,Research & Development,3,Medical,2,Male,4,Research Scientist,4,Married," 2,725","? 2,725",Upto 5k,1,Yes,11,3,6,3,3,6,5,1,4
RM477,24,18-25,No,Travel_Rarely,Research & Development,2,Other,4,Male,2,Laboratory Technician,2,Married," 2,127","? 2,127",Upto 5k,1,No,21,4,1,2,3,1,0,0,0
RM587,24,18-25,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,Laboratory Technician,2,Divorced," 2,694","? 2,694",Upto 5k,1,No,11,3,1,4,3,1,0,0,0
RM641,24,18-25,No,Non-Travel,Research & Development,1,Life Sciences,1,Male,2,Laboratory Technician,4,Married," 3,162","? 3,162",Upto 5k,0,No,17,3,6,2,2,5,2,3,4
RM725,24,18-25,No,Travel_Rarely,Research & Development,1,Medical,4,Female,2,Manufacturing Director,3,Divorced," 4,377","? 4,377",Upto 5k,1,No,15,3,5,6,3,4,2,3,2
RM842,24,18-25,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,Laboratory Technician,2,Single," 3,597","? 3,597",Upto 5k,8,No,22,4,6,2,3,4,3,1,2
RM1202,23,18-25,Yes,Travel_Rarely,Research & Development,1,Medical,4,Male,2,Laboratory Technician,3,Single," 3,989","? 3,989",Upto 5k,1,Yes,11,3,5,2,3,5,4,1,2
RM1214,23,18-25,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,Sales Representative,4,Divorced," 2,275","? 2,275",Upto 5k,1,Yes,21,4,3,2,3,3,2,0,2
RM1439,23,18-25,Yes,Travel_Frequently,Sales,3,Marketing,4,Male,3,Sales Representative,1,Married," 1,790","? 1,790",Upto 5k,1,No,19,3,1,3,2,1,0,1,0
RM586,23,18-25,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,4,Laboratory Technician,1,Married," 1,601","? 1,601",Upto 5k,1,Yes,21,4,1,2,3,0,0,0,0
RM087,23,18-25,No,Travel_Rarely,Sales,1,Technical Degree,3,Male,3,Sales Representative,1,Divorced," 2,322","? 2,322",Upto 5k,3,No,13,3,3,3,3,0,0,0,0
RM1083,23,18-25,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,Laboratory Technician,3,Single," 2,272","? 2,272",Upto 5k,0,No,14,3,5,2,3,4,3,1,2
RM1128,23,18-25,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,4,Research Scientist,3,Married," 2,073","? 2,073",Upto 5k,2,No,16,3,4,2,3,2,2,2,2
RM1239,23,18-25,No,Travel_Rarely,Research & Development,1,Medical,3,Female,3,Laboratory Technician,2,Single," 3,295","? 3,295",Upto 5k,1,No,13,3,3,3,1,3,2,1,2
RM1409,23,18-25,No,Travel_Rarely,Research & Development,2,Other,4,Male,3,Laboratory Technician,4,Single," 2,647","? 2,647",Upto 5k,1,No,13,3,5,6,4,5,2,1,4
RM346,23,18-25,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,Research Scientist,4,Divorced," 2,904","? 2,904",Upto 5k,1,No,12,3,4,2,2,4,2,0,2
RM517,23,18-25,No,Travel_Rarely,Research & Development,3,Medical,1,Male,4,Research Scientist,1,Married," 2,819","? 2,819",Upto 5k,2,No,16,3,5,3,4,3,2,0,2
RM551,23,18-25,No,Travel_Rarely,Research & Development,1,Medical,2,Male,3,Laboratory Technician,1,Married," 2,500","? 2,500",Upto 5k,1,No,14,3,5,2,4,4,3,0,2
RM566,23,18-25,No,Travel_Rarely,Research & Development,1,Medical,1,Male,4,Research Scientist,3,Single," 3,505","? 3,505",Upto 5k,1,No,18,3,2,3,3,2,2,0,2
RM911,23,18-25,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,Research Scientist,3,Married," 1,223","? 1,223",Upto 5k,1,No,22,4,1,2,3,1,0,0,1
RM1274,22,18-25,Yes,Travel_Rarely,Research & Development,1,Medical,3,Female,3,Laboratory Technician,1,Married," 2,398","? 2,398",Upto 5k,1,Yes,17,3,1,6,3,1,0,0,0
RM1340,22,18-25,Yes,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,3,Research Scientist,2,Single," 2,472","? 2,472",Upto 5k,1,Yes,23,4,1,2,3,1,0,0,0
RM444,22,18-25,Yes,Travel_Frequently,Research & Development,1,Technical Degree,3,Male,2,Laboratory Technician,3,Single," 3,894","? 3,894",Upto 5k,5,No,16,3,4,3,3,2,2,1,2
RM667,22,18-25,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,Manufacturing Director,3,Married," 4,171","? 4,171",Upto 5k,0,Yes,19,3,4,3,4,3,2,0,2
RM861,22,18-25,Yes,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,2,Research Scientist,4,Married," 2,853","? 2,853",Upto 5k,0,Yes,11,3,1,5,3,0,0,0,0
RM018,22,18-25,No,Non-Travel,Research & Development,2,Medical,4,Male,4,Laboratory Technician,4,Divorced," 2,935","? 2,935",Upto 5k,1,Yes,13,3,1,2,2,1,0,0,0
RM110,22,18-25,No,Travel_Rarely,Research & Development,3,Medical,2,Female,3,Laboratory Technician,4,Single," 2,871","? 2,871",Upto 5k,1,No,15,3,1,5,3,0,0,0,0
RM1138,22,18-25,No,Non-Travel,Research & Development,2,Other,2,Female,2,Research Scientist,3,Married," 2,814","? 2,814",Upto 5k,1,Yes,14,3,4,2,2,4,2,1,3
RM129,22,18-25,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,3,Laboratory Technician,4,Married," 2,523","? 2,523",Upto 5k,0,No,14,3,3,2,3,2,1,2,1
RM1424,22,18-25,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,Research Scientist,3,Single," 3,375","? 3,375",Upto 5k,0,No,12,3,4,2,4,3,2,1,2
RM161,22,18-25,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,Research Scientist,4,Married," 2,323","? 2,323",Upto 5k,1,No,24,4,2,6,3,2,2,2,2
RM207,22,18-25,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,4,Research Scientist,2,Divorced," 2,328","? 2,328",Upto 5k,1,Yes,16,3,4,2,2,4,2,2,
RM384,22,18-25,No,Travel_Rarely,Research & Development,3,Medical,1,Female,3,Research Scientist,2,Married," 2,244","? 2,244",Upto 5k,1,No,13,3,2,1,3,2,1,1,2
RM499,22,18-25,No,Travel_Rarely,Research & Development,1,Medical,1,Male,3,Research Scientist,3,Married," 2,773","? 2,773",Upto 5k,0,No,20,4,3,3,3,2,2,2,2
RM631,22,18-25,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,2,Manufacturing Director,4,Married," 4,775","? 4,775",Upto 5k,6,No,22,4,4,2,1,2,2,2,2
RM735,22,18-25,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,1,Laboratory Technician,1,Married," 2,451","? 2,451",Upto 5k,1,No,15,3,4,3,2,4,3,1,1
RM1272,21,18-25,Yes,Travel_Rarely,Sales,1,Marketing,2,Male,3,Sales Representative,2,Single," 2,679","? 2,679",Upto 5k,1,No,13,3,1,3,3,1,0,1,0
RM358,21,18-25,Yes,Travel_Frequently,Sales,1,Technical Degree,1,Female,2,Sales Representative,2,Single," 2,174","? 2,174",Upto 5k,1,Yes,11,3,3,3,3,3,2,1,2
RM371,21,18-25,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Female,4,Sales Representative,2,Single," 2,716","? 2,716",Upto 5k,1,No,15,3,1,0,3,1,0,0,0
RM664,21,18-25,Yes,Travel_Rarely,Research & Development,1,Other,4,Female,3,Research Scientist,4,Single," 2,693","? 2,693",Upto 5k,1,No,19,3,1,3,2,1,0,0,0
RM778,21,18-25,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,Laboratory Technician,1,Single," 1,416","? 1,416",Upto 5k,1,No,13,3,1,6,2,1,0,1,0
RM916,21,18-25,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,2,Laboratory Technician,3,Single," 2,625","? 2,625",Upto 5k,1,No,20,4,2,2,1,2,2,2,2
RM024,21,18-25,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,Research Scientist,4,Single," 1,232","? 1,232",Upto 5k,1,No,14,3,0,6,3,0,0,0,
RM1153,21,18-25,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,Research Scientist,4,Single," 3,117","? 3,117",Upto 5k,1,No,18,3,3,2,3,2,2,2,2
RM1437,21,18-25,No,Travel_Rarely,Sales,1,Medical,3,Male,3,Sales Representative,1,Single," 2,380","? 2,380",Upto 5k,1,Yes,11,3,2,6,3,2,2,1,2
RM275,21,18-25,No,Travel_Rarely,Research & Development,2,Medical,4,Male,2,Research Scientist,3,Single," 3,230","? 3,230",Upto 5k,1,No,17,3,3,4,4,3,2,1,0
RM363,21,18-25,No,Non-Travel,Sales,2,Medical,1,Male,3,Sales Representative,4,Single," 2,610","? 2,610",Upto 5k,1,No,24,4,3,3,2,3,2,2,
RM497,21,18-25,No,Travel_Rarely,Sales,1,Technical Degree,3,Male,3,Sales Representative,3,Single," 3,447","? 3,447",Upto 5k,1,No,11,3,3,2,3,3,2,1,2
RM816,21,18-25,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,2,Research Scientist,2,Single," 2,070","? 2,070",Upto 5k,1,Yes,11,3,2,6,4,2,2,2,2
RM103,20,18-25,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,2,Laboratory Technician,4,Single," 2,926","? 2,926",Upto 5k,1,Yes,18,3,1,5,3,1,0,1,0
RM514,20,18-25,Yes,Travel_Rarely,Research & Development,1,Medical,4,Male,3,Research Scientist,3,Single," 1,009","? 1,009",Upto 5k,1,Yes,11,3,1,5,3,1,0,1,1
RM663,20,18-25,Yes,Travel_Rarely,Sales,3,Medical,3,Female,2,Sales Representative,3,Single," 2,044","? 2,044",Upto 5k,1,No,13,3,2,3,2,2,2,0,2
RM690,20,18-25,Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,3,Laboratory Technician,1,Single," 2,973","? 2,973",Upto 5k,1,No,19,3,1,2,3,1,0,0,0
RM732,20,18-25,Yes,Travel_Rarely,Research & Development,3,Medical,4,Female,2,Research Scientist,1,Single," 2,600","? 2,600",Upto 5k,1,Yes,15,3,1,2,3,1,0,0,0
RM777,20,18-25,Yes,Travel_Frequently,Sales,3,Marketing,4,Female,3,Sales Representative,4,Single," 2,323","? 2,323",Upto 5k,1,Yes,14,3,2,3,3,2,2,0,2
RM1179,20,18-25,No,Travel_Rarely,Sales,3,Medical,3,Female,3,Sales Representative,3,Single," 2,783","? 2,783",Upto 5k,1,No,19,3,2,3,3,2,2,2,2
RM1198,20,18-25,No,Travel_Rarely,Sales,1,Life Sciences,4,Male,3,Sales Representative,1,Single," 2,728","? 2,728",Upto 5k,1,No,11,3,2,3,3,2,2,0,2
RM488,20,18-25,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,Research Scientist,2,Single," 2,836","? 2,836",Upto 5k,1,No,13,3,1,0,4,1,0,0,0
